ФИО,Факультет,Ученое звание,Ученая степень
Сидоров С.С.,ЕМФ,профессор,кандидат наук
Смирнова А.А.,ЮФ,старший преподаватель,кандидат наук
Морозов М.М.,ЮФ,доцент,кандидат наук
Михайлов М.М.,ЮФ,старший преподаватель,доктор наук
Морозов М.М.,ЕМФ,доцент,без степени
Смирнова А.А.,ЕМФ,ассистент,без степени
Иванов И.И.,ЕМФ,профессор,доктор наук
Сидоров С.С.,ЮФ,доцент,доктор наук
Сидоров С.С.,ЕМФ,ассистент,кандидат наук
Михайлов М.М.,ЮФ,доцент,кандидат наук
Васильева В.В.,ЮФ,профессор,кандидат наук
Смирнова А.А.,ЮФ,профессор,доктор наук
Морозов М.М.,ЮФ,профессор,доктор наук
Морозов М.М.,ЕМФ,профессор,кандидат наук
Сидоров С.С.,ИЭиУ,старший преподаватель,доктор наук
Васильева В.В.,ИЭиУ,профессор,кандидат наук
Смирнова А.А.,ФИиВТ,доцент,доктор наук
Волков В.В.,ГФ,старший преподаватель,без степени
Кузнецов К.К.,ФИиВТ,ассистент,кандидат наук
Иванов И.И.,ЕМФ,профессор,без степени
Петров П.П.,ИЭиУ,старший преподаватель,без степени
Федорова Ф.Ф.,ЕМФ,ассистент,кандидат наук
Иванов И.И.,ЕМФ,старший преподаватель,кандидат наук
Васильева В.В.,ФИиВТ,доцент,кандидат наук
Кузнецов К.К.,ЕМФ,ассистент,кандидат наук
Сидоров С.С.,ЕМФ,профессор,доктор наук
Морозов М.М.,ЮФ,профессор,кандидат наук
Кузнецов К.К.,ИЭиУ,ассистент,кандидат наук
Смирнова А.А.,ЕМФ,ассистент,без степени
Васильева В.В.,ЕМФ,доцент,кандидат наук
Петров П.П.,ФИиВТ,старший преподаватель,кандидат наук
Кузнецов К.К.,ЮФ,профессор,кандидат наук
Сидоров С.С.,ФИиВТ,доцент,без степени
Сидоров С.С.,ЮФ,доцент,без степени
Сидоров С.С.,ЮФ,ассистент,кандидат наук
Кузнецов К.К.,ИЭиУ,старший преподаватель,кандидат наук
Федорова Ф.Ф.,ЕМФ,ассистент,без степени
Морозов М.М.,ИЭиУ,профессор,кандидат наук
Кузнецов К.К.,ГФ,ассистент,кандидат наук
Михайлов М.М.,ИЭиУ,доцент,кандидат наук
Петров П.П.,ГФ,доцент,кандидат наук
Федорова Ф.Ф.,ЕМФ,старший преподаватель,без степени
Иванов И.И.,ЮФ,старший преподаватель,без степени
Васильева В.В.,ЮФ,доцент,доктор наук
Васильева В.В.,ИЭиУ,старший преподаватель,без степени
Морозов М.М.,ЕМФ,профессор,без степени
Сидоров С.С.,ЕМФ,доцент,кандидат наук
Кузнецов К.К.,ЮФ,ассистент,доктор наук
Волков В.В.,ИЭиУ,старший преподаватель,кандидат наук
Смирнова А.А.,ЮФ,старший преподаватель,доктор наук
Морозов М.М.,ЮФ,доцент,без степени
Сидоров С.С.,ФИиВТ,старший преподаватель,без степени
Волков В.В.,ГФ,старший преподаватель,доктор наук
Михайлов М.М.,ИЭиУ,ассистент,кандидат наук
Петров П.П.,ГФ,ассистент,доктор наук
Сидоров С.С.,ФИиВТ,доцент,доктор наук
Федорова Ф.Ф.,ЕМФ,доцент,доктор наук
Иванов И.И.,ЮФ,профессор,кандидат наук
Васильева В.В.,ФИиВТ,старший преподаватель,доктор наук
Сидоров С.С.,ФИиВТ,старший преподаватель,без степени
Михайлов М.М.,ЮФ,ассистент,кандидат наук
Морозов М.М.,ГФ,старший преподаватель,кандидат наук
Волков В.В.,ФИиВТ,доцент,без степени
Морозов М.М.,ФИиВТ,ассистент,кандидат наук
Кузнецов К.К.,ФИиВТ,старший преподаватель,без степени
Кузнецов К.К.,ИЭиУ,профессор,кандидат наук
Васильева В.В.,ЕМФ,старший преподаватель,кандидат наук
Сидоров С.С.,ФИиВТ,доцент,кандидат наук
Смирнова А.А.,ЕМФ,ассистент,доктор наук
Смирнова А.А.,ЮФ,профессор,без степени
Иванов И.И.,ФИиВТ,ассистент,без степени
Михайлов М.М.,ФИиВТ,ассистент,кандидат наук
Кузнецов К.К.,ЕМФ,ассистент,без степени
Морозов М.М.,ИЭиУ,старший преподаватель,кандидат наук
Сидоров С.С.,ЮФ,профессор,кандидат наук
Михайлов М.М.,ФИиВТ,старший преподаватель,кандидат наук
Смирнова А.А.,ИЭиУ,профессор,без степени
